,WellName,Date,Concentration
584,MW-16,2025-12-31,1.900740292365543
585,MW-34d,2021-12-31,0.4911700809802173
586,MW-34d,2022-12-31,0.4894134923587792
587,MW-34d,2023-12-31,0.4875225284459121
588,MW-34d,2024-12-31,0.4859932474968906
589,MW-34d,2025-12-31,0.4838226382525727
590,MW-113,2021-12-31,104.60039404761903
591,MW-113,2022-12-31,107.23997738095238
592,MW-113,2023-12-31,110.80013214285714
593,MW-113,2024-12-31,122.1279726190476
594,MW-113,2025-12-31,123.15088214285711
595,170 Aprill,2021-12-31,2.3009190899010745
596,170 Aprill,2022-12-31,0.903776598902374
597,170 Aprill,2023-12-31,0.0
598,170 Aprill,2024-12-31,0.0
599,170 Aprill,2025-12-31,0.0
600,MW-108s,2021-12-31,217.51901768769045
601,MW-108s,2022-12-31,180.6674883672736
602,MW-108s,2023-12-31,148.96887090073437
603,MW-108s,2024-12-31,121.93069586953074
604,MW-108s,2025-12-31,99.06260969501491
605,MW-54s,2021-12-31,0.5
606,MW-54s,2022-12-31,0.5
607,MW-54s,2023-12-31,0.5
608,MW-54s,2024-12-31,0.5
609,MW-54s,2025-12-31,0.5
610,MW-27,2012-12-31,7.434293291072711
611,MW-27,2013-12-31,6.072570779906621
612,MW-27,2014-12-31,4.681776150780922
613,MW-27,2015-12-31,4.673284340403029
614,MW-27,2016-12-31,2.2695738977552584
615,MW-127s,2021-12-31,0.5
616,MW-127s,2022-12-31,0.5
617,MW-127s,2023-12-31,0.5
618,MW-127s,2024-12-31,0.5
619,MW-127s,2025-12-31,0.5
620,MW-94d,2021-12-31,2.456278994024169
621,MW-94d,2022-12-31,2.57690362923307
622,MW-94d,2023-12-31,2.6975282644419707
623,MW-94d,2024-12-31,2.818229400176148
624,MW-94d,2025-12-31,2.9388540353850487
625,580 Allison,2013-12-31,
626,580 Allison,2014-12-31,
627,580 Allison,2015-12-31,
628,580 Allison,2016-12-31,
629,580 Allison,2017-12-31,
630,MW-20,2021-12-31,0.5
631,MW-20,2022-12-31,0.5
632,MW-20,2023-12-31,0.5
633,MW-20,2024-12-31,0.5
634,MW-20,2025-12-31,0.5
635,MW-52d,2021-12-31,0.5000000000000004
